restaurant_id,name,location,rest_type,cuisines,rating,votes,cost,online_order,book_table,service_type,city
R2373,Rahhams,frazer town,casual dining,"mughlai, north indian, chinese",3.9,847,700,1,0,Delivery,Brigade Road
R2374,Marzipan Cafe & Bakery,ulsoor,"cafe, bakery","cafe, mediterranean, bakery, greek, beverages",4.2,432,700,1,0,Delivery,Brigade Road
R2375,Bozo's Yum Yums,frazer town,"takeaway, delivery","fast food, burger, american",4.0,90,650,1,0,Delivery,Brigade Road
R2376,Pind Balluchi,brigade road,casual dining,"north indian, mughlai",4.0,1021,700,1,1,Delivery,Brigade Road
R2377,Cream Chemistry,frazer town,dessert parlor,"ice cream, desserts",3.9,148,500,1,0,Delivery,Brigade Road
R2378,The Brekkie Shop,mg road,takeaway,"healthy food, sandwich",3.5,64,300,1,0,Delivery,Brigade Road
R2379,Maravanthe,brigade road,casual dining,"mangalorean, seafood",3.5,12,650,1,0,Delivery,Brigade Road
R2380,Haldiram's Express,brigade road,kiosk,north indian,3.6,44,300,1,0,Delivery,Brigade Road
R2381,Hotel Ramprasad,brigade road,quick bites,"south indian, chinese",4.2,93,300,1,0,Delivery,Brigade Road
R2382,Anna Kuteera,st. marks road,casual dining,"south indian, north indian, chinese",3.8,62,400,1,0,Delivery,Brigade Road
R2383,Indian Spice Food,ulsoor,quick bites,"north indian, chinese",3.6,15,300,1,0,Delivery,Brigade Road
R2384,Wangs Kitchen,ulsoor,casual dining,chinese,2.5,22,1000,1,0,Delivery,Brigade Road
R2385,Lassi Shop,indiranagar,"dessert parlor, beverage shop","beverages, juices, ice cream",3.8,83,100,1,0,Delivery,Brigade Road
R2386,Kitchen of Joy,indiranagar,quick bites,"fast food, bengali, rolls",4.1,569,400,1,0,Delivery,Brigade Road
R2387,Haji Ali Juice Centre,commercial street,"quick bites, beverage shop","fast food, pizza, rolls, beverages, juices",4.0,78,350,1,0,Delivery,Brigade Road
R2388,Domino's Pizza,mg road,quick bites,"pizza, fast food",3.9,117,800,1,0,Delivery,Brigade Road
R2389,Mama Mia!,indiranagar,"dessert parlor, cafe","desserts, cafe",4.3,422,400,1,0,Delivery,Brigade Road
R2390,Shaadi Ki Biryani,commercial street,casual dining,biryani,2.8,296,600,1,0,Delivery,Brigade Road
R2391,Taste of Nepal,koramangala 8th block,quick bites,"nepalese, momos, chinese",3.5,22,350,1,0,Delivery,Brigade Road
R2392,Shiro,lavelle road,"fine dining, lounge","japanese, asian",4.4,2229,3000,1,1,Delivery,Brigade Road
R2393,Five Star Chicken,wilson garden,quick bites,"fast food, burger",3.5,11,200,1,0,Delivery,Brigade Road
R2394,Thai House,brigade road,casual dining,thai,4.2,127,700,1,0,Delivery,Brigade Road
R2395,InnerChef,indiranagar,delivery,"north indian, continental",3.7,270,500,1,0,Delivery,Brigade Road
R2396,Roll Er Dokaan,brigade road,quick bites,"street food, rolls",3.3,18,300,1,0,Delivery,Brigade Road
R2397,NH7 Refuel,ulsoor,quick bites,"north indian, chinese, biryani",3.5,17,400,1,0,Delivery,Brigade Road
R2398,Church Street Social,church street,lounge,"american, north indian, chinese, finger food, momos",4.3,7544,1500,1,0,Delivery,Brigade Road
R2399,Mad Over Donuts,brigade road,food court,"bakery, desserts, beverages",3.9,148,450,1,0,Delivery,Brigade Road
R2400,Sheesh Kebab,frazer town,casual dining,north indian,4.1,68,700,1,0,Delivery,Brigade Road
R2401,Just Shawarma,ulsoor,quick bites,arabian,3.8,110,300,1,0,Delivery,Brigade Road
R2402,Bangaliana,indiranagar,quick bites,bengali,3.7,11,500,1,0,Delivery,Brigade Road
R2403,The Belgian Waffle Co.,indiranagar,dessert parlor,desserts,4.0,71,400,1,0,Delivery,Brigade Road
R2404,Taco Bell,brigade road,quick bites,"mexican, american, fast food",3.8,30,600,1,0,Delivery,Brigade Road
R2405,Bangalore Masala House,vasanth nagar,cafe,"cafe, continental, fast food",4.2,255,500,1,0,Delivery,Brigade Road
R2406,Classic Lassi Shop,ulsoor,beverage shop,"beverages, ice cream",3.5,43,150,1,0,Delivery,Brigade Road
R2407,Fruit Face,indiranagar,"quick bites, beverage shop","fast food, street food, beverages",3.6,21,300,1,0,Delivery,Brigade Road
R2408,Sweet Truth,koramangala 8th block,delivery,"bakery, desserts",4.2,50,500,1,0,Delivery,Brigade Road
R2409,Srinidhi Sagar Food Line,indiranagar,quick bites,"south indian, north indian, chinese",3.7,129,40,1,0,Delivery,Brigade Road
R2410,Jars,vasanth nagar,delivery,"healthy food, beverages",3.8,28,650,1,0,Delivery,Brigade Road
R2411,Pabrai's Fresh & Naturelle Icecreams,brigade road,dessert parlor,"ice cream, desserts",4.2,131,180,1,0,Delivery,Brigade Road
R2412,Ibaco,indiranagar,dessert parlor,desserts,4.0,289,300,1,0,Delivery,Brigade Road
R2413,Hungerbreak 24x7,koramangala 8th block,delivery,"north indian, south indian, maharashtrian",3.1,7,500,1,0,Delivery,Brigade Road
R2414,The Egg Factory,st. marks road,casual dining,"continental, american",4.2,1764,750,1,0,Delivery,Brigade Road
R2415,Firewood Biryani,residency road,quick bites,"biryani, kebab, rolls",3.9,454,400,1,0,Delivery,Brigade Road
R2416,Sweet Chariot,cunningham road,dessert parlor,"bakery, fast food",3.8,111,500,1,0,Delivery,Brigade Road
R2417,Venus Biryani,domlur,quick bites,"biryani, chinese",3.0,144,200,1,0,Delivery,Brigade Road
R2418,Sangam Sweets,seshadripuram,sweet shop,"mithai, street food",3.1,26,200,1,0,Delivery,Brigade Road
R2419,Kartik's Mithai Shoppe,indiranagar,"quick bites, sweet shop","mithai, street food",4.1,110,150,1,0,Delivery,Brigade Road
R2420,Desi Deck,brigade road,"casual dining, bar","mughlai, north indian, desserts",3.9,96,1300,1,1,Delivery,Brigade Road
R2421,UBCR,indiranagar,"cafe, quick bites","italian, american, chinese, arabian, north indian, cafe",3.3,5,350,1,0,Delivery,Brigade Road
R2422,Hoppipola,church street,lounge,"continental, mediterranean, european",4.3,1703,1300,1,0,Delivery,Brigade Road
R2423,Hatti Kaapi,ulsoor,quick bites,"south indian, beverages",3.8,30,200,1,0,Delivery,Brigade Road
R2424,Mount View Fast Food,vasanth nagar,takeaway,"fast food, street food",3.3,4,100,1,0,Delivery,Brigade Road
R2425,Chichaba's Taj,frazer town,casual dining,"biryani, north indian, mughlai",3.9,442,600,1,0,Delivery,Brigade Road
R2426,99 Pancakes,church street,dessert parlor,"desserts, ice cream",4.1,41,150,1,0,Delivery,Brigade Road
R2427,Beijing Bites,richmond road,casual dining,"chinese, thai",3.8,262,850,1,0,Delivery,Brigade Road
R2428,Kabab Korner,st. marks road,casual dining,"north indian, chinese, fast food",3.9,205,500,1,0,Delivery,Brigade Road
R2429,Oh My Chaat,frazer town,quick bites,street food,3.1,18,300,1,0,Delivery,Brigade Road
R2430,YumYumSouth,indiranagar,delivery,south indian,3.5,38,600,1,0,Delivery,Brigade Road
R2431,Foodhall,mg road,casual dining,"italian, bakery, fast food",4.0,113,1000,1,0,Delivery,Brigade Road
R2432,Ciclo Cafe,indiranagar,"cafe, casual dining","cafe, italian, american",4.3,1283,1000,1,0,Delivery,Brigade Road
R2433,Alibaba Cafe and Restaurant,frazer town,casual dining,"arabian, middle eastern",3.9,450,700,1,0,Delivery,Brigade Road
R2434,Goli Vada Pav No. 1,ulsoor,quick bites,street food,3.5,33,200,1,0,Delivery,Brigade Road
R2435,Ooty Chocolates,indiranagar,dessert parlor,desserts,3.8,55,300,1,0,Delivery,Brigade Road
R2436,Arya Bhavan Sweets,vasanth nagar,"sweet shop, quick bites","mithai, street food, north indian",3.2,9,300,1,0,Delivery,Brigade Road
R2437,Amande Patisserie,lavelle road,"bakery, dessert parlor","bakery, french, desserts",4.2,231,300,1,0,Delivery,Brigade Road
R2438,Qissa Khawani,church street,casual dining,"north indian, mughlai",4.4,319,800,1,0,Delivery,Brigade Road
R2439,Ayda Persian Kitchen,church street,casual dining,"north indian, iranian",3.9,224,950,1,0,Delivery,Brigade Road
R2440,Sri Krishna Sweets,indiranagar,sweet shop,mithai,3.7,32,250,1,0,Delivery,Brigade Road
R2441,Tewari Bros Mithai Shoppie,commercial street,sweet shop,"fast food, mithai",3.8,59,300,1,0,Delivery,Brigade Road
R2442,Kolkatta Famous Chat,indiranagar,quick bites,"street food, north indian",3.7,23,100,1,0,Delivery,Brigade Road
R2443,Cookie Man,brigade road,dessert parlor,bakery,3.4,36,150,1,0,Delivery,Brigade Road
R2444,Vinny's,brigade road,casual dining,"pizza, italian, continental, desserts",3.9,206,800,1,0,Delivery,Brigade Road
R2445,Sagar Delicacy,ulsoor,casual dining,"north indian, chinese, fast food, street food",3.9,87,500,1,0,Delivery,Brigade Road
R2446,Platter,residency road,quick bites,"street food, juices",2.9,26,300,1,0,Delivery,Brigade Road
R2447,The Adukkala Restaurant,brigade road,casual dining,kerala,3.6,40,500,1,0,Delivery,Brigade Road
R2448,Carnival de Goa,ulsoor,"casual dining, bar","goan, mangalorean, pizza",4.2,980,1000,1,1,Delivery,Brigade Road
R2449,McDonald's,brigade road,quick bites,"burger, fast food",3.7,184,500,1,0,Delivery,Brigade Road
R2450,Northern Route,st. marks road,quick bites,"north indian, street food",4.1,159,300,1,0,Delivery,Brigade Road
R2451,INDULGE by InnerChef,indiranagar,bakery,"desserts, bakery",3.5,27,400,1,0,Delivery,Brigade Road
R2452,The Open Box,st. marks road,"casual dining, bar","european, north indian, mediterranean, asian, salad",4.2,2270,1400,1,1,Delivery,Brigade Road
R2453,Double Decker,brigade road,"bar, casual dining","continental, north indian",4.3,2651,1300,0,1,Delivery,Brigade Road
R2454,Chickpet Donne Biryani House,commercial street,quick bites,biryani,3.7,44,250,1,0,Delivery,Brigade Road
R2455,Toscano,lavelle road,casual dining,"italian, salad",4.4,1840,1500,1,1,Delivery,Brigade Road
R2456,Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,indiranagar,delivery,continental,3.1,54,500,1,0,Delivery,Brigade Road
R2457,Dakshin Biryani & Tiffin,indiranagar,casual dining,"andhra, south indian, north indian",3.4,334,550,1,0,Delivery,Brigade Road
R2458,Pizza Stop,lavelle road,kiosk,"pizza, italian",3.5,73,600,1,0,Delivery,Brigade Road
R2459,Baskin Robbins,frazer town,dessert parlor,"ice cream, desserts",3.1,21,250,1,0,Delivery,Brigade Road
R2460,Chocolate D'Luxe,lavelle road,dessert parlor,desserts,4.1,183,550,1,0,Delivery,Brigade Road
R2461,Chilli Chicken,brigade road,quick bites,fast food,3.1,7,500,1,0,Delivery,Brigade Road
R2462,NoLimmits Lounge and Club,brigade road,club,"chinese, continental, north indian, burger, pizza",4.0,2103,2000,1,1,Delivery,Brigade Road
R2463,Masale Daan,richmond road,delivery,north indian,3.2,5,350,1,0,Delivery,Brigade Road
R2464,Hotel Rangoon,ulsoor,quick bites,burmese,3.7,17,300,1,0,Delivery,Brigade Road
R2465,Drunken Monkey,frazer town,"beverage shop, quick bites","beverages, fast food",3.5,8,400,1,0,Delivery,Brigade Road
R2466,Mangalore pearl - Seafood Restaurant,ulsoor,casual dining,"mangalorean, seafood",4.3,94,550,1,0,Delivery,Brigade Road
R2467,The Wok Shop,ulsoor,quick bites,"asian, chinese, momos, fast food, indonesian, korean",3.4,7,500,1,0,Delivery,Brigade Road
R2468,Chaitanya Veg,shivajinagar,quick bites,south indian,3.2,5,300,1,0,Delivery,Brigade Road
R2469,20 Feet High,church street,"casual dining, bar","american, continental, steak, salad",4.0,932,1000,1,1,Delivery,Brigade Road
R2470,World In A Bowl,indiranagar,delivery,"continental, north indian, desserts, beverages",2.8,34,600,1,0,Delivery,Brigade Road
R2471,Bean Flickers,indiranagar,cafe,"cafe, american, fast food, coffee, continental",4.3,392,700,1,0,Delivery,Brigade Road
R2472,7 Plates,frazer town,quick bites,"north indian, mughlai, rolls, fast food",3.9,169,600,1,0,Delivery,Brigade Road
R2473,Munchies,brigade road,"quick bites, bakery","fast food, bakery",3.9,64,250,1,0,Delivery,Brigade Road
R2474,Kenz Karam,frazer town,"takeaway, delivery","desserts, beverages",3.5,10,300,1,0,Delivery,Brigade Road
R2475,Kobe Sizzlers,brigade road,casual dining,"american, continental, fast food, steak",4.1,1117,1500,1,0,Delivery,Brigade Road
R2476,Cafe Idly,frazer town,quick bites,"south indian, fast food",3.7,81,200,1,0,Delivery,Brigade Road
R2477,Al Swaad Take Away,richmond road,quick bites,"north indian, south indian, arabian",3.1,12,350,1,0,Delivery,Brigade Road
R2478,Ambur Star Briyani,indiranagar,casual dining,"north indian, chinese, biryani",3.7,17,500,1,0,Delivery,Brigade Road
R2479,Airlines Hotel,lavelle road,quick bites,"south indian, north indian, street food",4.0,867,400,1,0,Delivery,Brigade Road
R2480,Just Bake,ulsoor,bakery,"bakery, desserts",3.4,6,400,1,0,Delivery,Brigade Road
R2481,Pai Vihar,vasanth nagar,quick bites,"south indian, street food, chinese, fast food",2.8,54,400,1,0,Delivery,Brigade Road
R2482,Crunch Pizzas,domlur,delivery,"italian, pizza",2.9,330,600,1,0,Delivery,Brigade Road
R2483,Eat At Nite,frazer town,"takeaway, delivery","north indian, chinese, rolls",3.2,56,400,1,0,Delivery,Brigade Road
R2484,Height's Cafe - Hotel Bangalore International,race course road,casual dining,"continental, south indian",3.2,2,1000,1,0,Delivery,Brigade Road
R2485,Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,mg road,dessert parlor,desserts,3.9,53,600,1,0,Delivery,Brigade Road
R2486,Frozen Bottle,brigade road,beverage shop,"beverages, desserts, ice cream",4.0,35,400,1,0,Delivery,Brigade Road
R2487,Sri Udupi Park,residency road,quick bites,"south indian, chinese",3.8,106,200,1,0,Delivery,Brigade Road
R2488,Ramji Chaiwale,ulsoor,quick bites,"beverages, fast food",3.8,41,250,1,0,Delivery,Brigade Road
R2489,Gelato Italiano,kammanahalli,"dessert parlor, bakery","ice cream, desserts, bakery",3.2,4,200,1,0,Delivery,Brigade Road
R2490,Chantilly,indiranagar,"cafe, bakery","cafe, bakery",4.1,115,450,1,0,Delivery,Brigade Road
R2491,Ghar Ka Bhojan,domlur,delivery,"north indian, healthy food",3.3,7,200,1,0,Delivery,Brigade Road
R2492,Cafe Terra,indiranagar,cafe,"cafe, continental, fast food",4.2,391,500,1,0,Delivery,Brigade Road
R2493,Charminar Kabab Paradise,frazer town,casual dining,"north indian, chinese, mughlai, kebab",4.0,104,500,1,0,Delivery,Brigade Road
R2494,Cream Stone,frazer town,dessert parlor,"desserts, beverages",4.0,78,500,1,0,Delivery,Brigade Road
R2495,EatWater,lavelle road,"casual dining, bar",north eastern,4.2,121,1000,1,0,Delivery,Brigade Road
R2496,Sherlock's Cafe,frazer town,cafe,"cafe, fast food",3.7,40,350,1,0,Delivery,Brigade Road
R2497,Step Right Up,vasanth nagar,cafe,"cafe, italian",4.1,152,300,1,0,Delivery,Brigade Road
R2498,Zaks Mediterranean Cuisine,frazer town,casual dining,"mediterranean, arabian, lebanese, rolls",3.9,256,700,1,0,Delivery,Brigade Road
R2499,Paratha Xpress,ulsoor,quick bites,"north indian, chinese",3.5,7,200,1,0,Delivery,Brigade Road
R2500,The ThickShake Factory,cunningham road,beverage shop,"beverages, juices",2.8,19,350,1,0,Delivery,Brigade Road
R2501,The Chariot,brigade road,quick bites,"south indian, north indian, chinese",2.9,50,350,1,0,Delivery,Brigade Road
R2502,The J,church street,quick bites,"fast food, beverages",4.0,134,450,1,0,Delivery,Brigade Road
R2503,ZOROY Luxury Chocolate,church street,dessert parlor,desserts,4.0,68,250,1,0,Delivery,Brigade Road
R2504,Kanteen 038,indiranagar,quick bites,"tea, beverages, fast food",3.9,51,200,1,0,Delivery,Brigade Road
R2505,Donne Biriyani Mane,church street,quick bites,"biryani, kebab",3.5,62,400,1,0,Delivery,Brigade Road
R2506,A2B - Adyar Ananda Bhavan,shanti nagar,casual dining,"south indian, fast food, street food",3.9,184,400,1,0,Delivery,Brigade Road
R2507,Le Rock,brigade road,"bar, quick bites","continental, chinese",4.0,1203,2000,1,0,Delivery,Brigade Road
R2508,Bangalore Bytes,brigade road,quick bites,"fast food, south indian, biryani",3.5,121,300,1,0,Delivery,Brigade Road
R2509,Milk N Shakes,koramangala 8th block,beverage shop,beverages,3.7,45,300,1,0,Delivery,Brigade Road
R2510,Siridhanya Upahara Darshini,frazer town,casual dining,south indian,3.4,5,400,1,0,Delivery,Brigade Road
R2511,Hotel Chandrika,cunningham road,casual dining,"south indian, north indian, chinese, street food",3.8,208,400,1,0,Delivery,Brigade Road
R2512,Gowdru Hotel,indiranagar,quick bites,"south indian, biryani",3.9,200,400,1,0,Delivery,Brigade Road
R2513,Cafe Braqa,indiranagar,cafe,"cafe, italian, continental, beverages",4.0,144,700,1,1,Delivery,Brigade Road
R2514,Naachiyar's,ulsoor,casual dining,chettinad,3.9,117,600,1,0,Delivery,Brigade Road
R2515,Cobaja,brigade road,casual dining,"seafood, south indian, bar food, mangalorean, konkan",4.3,61,700,1,1,Delivery,Brigade Road
R2516,Brownie Heaven,cunningham road,dessert parlor,"desserts, fast food",4.2,33,300,1,0,Delivery,Brigade Road
R2517,Kadamba Foodline,ulsoor,casual dining,"chinese, north indian, south indian",3.7,29,400,1,0,Delivery,Brigade Road
R2518,The Bundle Co.,mg road,quick bites,"burger, continental, italian, beverages",4.4,222,700,1,0,Delivery,Brigade Road
R2519,Tea Break Lounge,brigade road,quick bites,"beverages, fast food",3.3,5,400,1,0,Delivery,Brigade Road
R2520,The Grill House,ulsoor,"casual dining, bar","american, mexican, italian, steak",4.1,765,1200,1,1,Delivery,Brigade Road
R2521,Mountain Spice,koramangala 8th block,quick bites,"chinese, nepalese, tibetan, momos",3.9,186,400,1,0,Delivery,Brigade Road
R2522,Kabab Nation Corner,brigade road,quick bites,"chinese, arabian, fast food",3.5,75,500,1,0,Delivery,Brigade Road
R2523,Petoo,commercial street,casual dining,"north indian, fast food, street food",3.7,32,800,0,0,Delivery,Brigade Road
R2524,The Grand Taj,shivajinagar,quick bites,"north indian, chinese",3.2,35,350,1,0,Delivery,Brigade Road
R2525,Kumbakonam Degree Coffee,indiranagar,quick bites,"south indian, fast food",3.8,66,200,1,0,Delivery,Brigade Road
R2526,C Sharp Kitchen,church street,casual dining,"north indian, chinese, european",3.4,50,600,1,0,Delivery,Brigade Road
R2527,Nossa Goa,richmond road,casual dining,"goan, seafood, konkan, desserts",4.1,294,1000,1,1,Delivery,Brigade Road
R2528,Red Lantern,cunningham road,casual dining,"chinese, thai",3.7,162,700,1,0,Delivery,Brigade Road
R2529,ROYCE' Chocolate,mg road,confectionery,desserts,3.5,6,1000,1,0,Delivery,Brigade Road
R2530,Chung Wah Express,indiranagar,casual dining,"chinese, thai, momos, vietnamese",2.8,94,600,1,0,Delivery,Brigade Road
R2531,Ujwal Restaurant,vasanth nagar,casual dining,"seafood, north indian, chinese",3.9,134,550,1,0,Delivery,Brigade Road
R2532,GMT - Gelateria Montecatini Terme,lavelle road,quick bites,"desserts, ice cream",4.4,69,300,1,0,Delivery,Brigade Road
R2533,Gokul Kuteera,indiranagar,casual dining,"north indian, chinese, south indian",3.9,257,650,1,0,Delivery,Brigade Road
R2534,The Souk,ulsoor,cafe,"cafe, mediterranean, italian, pizza, continental",3.7,66,800,1,0,Delivery,Brigade Road
R2535,Caffe Maven,residency road,quick bites,"chinese, north indian",3.4,25,300,1,0,Delivery,Brigade Road
R2536,Bubbles,frazer town,cafe,cafe,3.7,21,450,1,0,Delivery,Brigade Road
R2537,Popat,indiranagar,quick bites,north indian,3.2,41,300,1,0,Delivery,Brigade Road
R2538,Tea Journey,indiranagar,cafe,cafe,3.8,71,500,1,0,Delivery,Brigade Road
R2539,Baba Da Dhaba,brigade road,casual dining,north indian,4.1,373,650,0,1,Delivery,Brigade Road
R2540,Ging - Royal Orchid Central,mg road,"bar, casual dining",asian,4.3,225,2000,1,1,Delivery,Brigade Road
R2541,Masala Central,frazer town,quick bites,north indian,3.7,74,300,1,0,Delivery,Brigade Road
R2542,Daily Bite,richmond road,quick bites,"desserts, fast food",3.5,14,250,1,0,Delivery,Brigade Road
R2543,All Saints Bakery,brigade road,bakery,bakery,3.6,23,200,0,0,Delivery,Brigade Road
R2544,Ta'aam,cunningham road,casual dining,"north indian, mughlai, arabian, chinese",4.1,402,750,1,0,Delivery,Brigade Road
